Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)
15:39:42.992	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.009	-0.962
15:39:42.992	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.008	-0.958
15:39:42.992	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.129	-0.01	-0.958
15:39:42.993	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.008	-0.962
15:39:42.993	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.011	-0.962
15:39:42.993	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.009	-0.961
15:39:43.022	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.128	-0.01	-0.961
15:39:43.022	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.129	-0.01	-0.958
15:39:43.022	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.008	-0.96
15:39:43.022	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.135	-0.011	-0.961
15:39:43.023	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.011	-0.959
15:39:43.023	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.012	-0.959
15:39:43.023	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.01	-0.958
15:39:43.023	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.011	-0.959
15:39:43.082	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.01	-0.96
15:39:43.082	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.129	-0.01	-0.96
15:39:43.083	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.01	-0.959
15:39:43.083	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.011	-0.96
15:39:43.083	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.006	-0.959
15:39:43.083	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.008	-0.96
15:39:43.084	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.129	-0.01	-0.958
15:39:43.084	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.007	-0.959
15:39:43.130	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.01	-0.96
15:39:43.131	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.132	-0.008	-0.958
15:39:43.131	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.005	-0.958
15:39:43.131	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.126	-0.005	-0.958
15:39:43.131	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.128	-0.004	-0.959
15:39:43.131	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.004	-0.96
15:39:43.132	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.003	-0.959
15:39:43.132	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.126	-0.002	-0.961
15:39:43.142	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.126	-0.003	-0.961
15:39:43.142	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.005	-0.959
15:39:43.142	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.131	-0.004	-0.958
15:39:43.143	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.13	-0.005	-0.963
15:39:43.143	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.126	-0.006	-0.958
15:39:43.143	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.127	-0.006	-0.955
15:39:43.143	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.125	-0.004	-0.964
15:39:43.143	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.160	-0.136	-0.006	-0.953
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.133	-0.008	-0.966
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.123	-0.01	-0.962
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.127	-0.009	-0.952
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.136	-0.008	-0.961
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.135	-0.007	-0.959
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.124	-0.007	-0.956
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.129	-0.006	-0.96
15:39:43.202	f1:ad:dd:b2:b4:f3	2015-01-01 00:03:26.545	-0.135	-0.007	-0.958
